D Mart (Galleria Mall),"Galleria Mall, Akota, Vadodara - 390020, Near Ajitnagar Society, Opposite Geb School",+(91)-0265-3079100
South Enterprise,"5, Sulabh Flats, Ellora Park, Vadodara - 390023, Nr. Ellora Milk Centre",+(91)-8128880065
Spencers Express Store,"30, Taksh Complex, Vasna Road, Vadodara - 390007",18002660134
Almadar Chat Center,"6b,Harsh Complex, Old Padra Road, Vadodara - 390020, Below Bank Of Baroda",+(91)-9879857533
Reliance Super,"Mangalya Hall, Harni Road, Vadodara - 390006, Near Airport Circle",18001027382
Kapole Store,"26, Suryakiran Complex, Main Road, Old Padra Road, Vadodara - 390015, Near Manisha Crossing",+(91)-265-2312493
Shree Jagdamba Chevda Mart,"Vinoba Bhave Road, Mandvi, Vadodara - 390001, Near Ahmedabadi Pole",+(91)-265-2432613
Super 99,"S19, Second Floor, Inorbit Mall Vadodara, Shubhanpura, Gorwa Road, Gorwa Vadodara, Vadodara - 390003",+(91)-9999786598
Chetan Provision Store,"Nr Four Ways, Vadodara HO, Vadodara - 390001, Air Force Road",+(91)-265-2637511
F M Dabhoiwala,"Gendi Gate Road, Vadodara - 390017, Near Gendi Gate, Opposite Wadi Police Station",+(91)-265-2521355
Payal Traders,"Shop No 6, Rudrax Complex, Narmada Canal Main Road, Chhani, Vadodara - 391740, Near Giriraj Avenue, Chhani Jakat Naka",+(91)-265-2772610
Shiv Shakti Provision Store..,"5, Shiv Shakti Nagar, Akota Road, Akota, Vadodara - 390020, Opposite Police Lane",+(91)-0265-2314772
Reliance Fresh,"Sun Enclave, Karelibaug, Vadodara - 390018",18001027382
H M Dabhoiwala,"Sai Kruti, Hari Nagar Char Rasta, Gotri, Vadodara - 390021",+(91)-9512049932
Pannu Grocery Store,"24, gurunank nagar, old chani road, Nizampura, Vadodara - 390002, near natasha park",+(91)-8487826627
Shri Mart Super Store,"8/9, Ground Floor, Lotus Enora, Laxmipura, Vadodara - 391101, Opposite Rutuvilla Bungalows, Near Benjamins World School, New Alkapuri",+(91)-8734917532
Ravi Wholesale Store,"H328, Ghanshyam Park Society, Ekta Nagar, New Sama, Vadodara - 391740",+(91)-7698058474
Jay Ambe Provision Stores,"A/45,Bajrangnagar,Baroda, Danteshwar, Vadodara - 390004",+(91)-9427837376
Reliance Fresh,"Giri Kendra, Ajwa Road, Vadodara - 390019",+(91)-0265-6457262
Jeevat Agency,"Sadar Bazar, Fatehgunj Main Road, Fatehgunj, Vadodara - 390008, Near HDFC ATM",+(91)-265-2786630
Shree Rajkamal Masala,"Shree Raj Kamal Masala, Chokhandi Main Road, Chowkhandi, Vadodara - 390017, Near Gendi Gate NearChokhandi Char Rasta",+(91)-2663-2415180
Spencers Daily Store,"Manjalpur, Vadodara - 390011",+(91)-0265-2970822
Relief Medical & Provision ..,"16, Sahjanand Apartment, Main Road, Vadodara - 390019, Opposite Vinayak Hospital",+(91)-0265-2566556
New Sonal Plastic,"Vadodara, Patel Park Society, Warasiya, Vadodara - 390006",+(91)-9824141786
Shreeji Provision Store,"B/19, Sarswati Society, Gotri Road, Vadodara - 390021, Near Esi Hospital",+(91)-9624962837
Mahakali Point,"Danteshwar, Vadodara - 390004",+(91)-9727759708
Oza Mahendra Shantilal,"Amar Society, Karadiya, Bajwa, Vadodara - 391310",+(91)-9574525599
Shraddha Gruh Udhyog,"Shop No-2, Galaxy Complex, Near Darbar Chowkdi, Manjalpur, Vadodara - 390011, Opposite HDFC Bank",+(91)-9898068493
Nileshkumar Ramanlal Shah,"Sh 63, Waghodia Road, Vadodara - 390025",+(91)-9825032391
Aakash Provision Store,"Bill, Vadodara - 391410",+(91)-9909677130
Jayant Store,"22, Satya Park, Ellora Park Road, Ellora Park, Vadodara - 390023, Opposite Hanuman Temple",+(91)-265-2397237
Pratik Khakhra & Namkeen,"Radhe Complex, Radhakrishna Society, Akota, Vadodara - 390020",+(91)-7405253644
Bansilal Maganlal Pola,"A-2, C-15, E-39, Hathikhana Market Yard, Hathikhana, Vadodara - 390001",+(91)-265-2421279
Shree Jalaram Traders,"2, Ravi Commercial Shopping Centre, Jain Derasar Road, Manjalpur, Vadodara - 390011",+(91)-0265-2647675
Rana Ratilal Ramanlal,"Fatehpura Main Road, Bramin Faliya Nake, Kalupura, Fatehpura, Mandvi, Vadodara - 390001",+(91)-8128037611
Bansal Super Store,"Shop No - 1&2 Orchid Platina Maryland Party Plot, Sama Road, Vadodara - 390002, Near Sama Savli Road",
Agrawal Super Market,"Shop No-8, Gokul Complex, New Sama, Vadodara - 391740, Near Icici Bank Atm, Near Navrachana School",+(91)-9512768935
Shrinath Stores,"150, Ganga Jamuna Society, Subhanpura Main Road, Subhanpura, Vadodara - 390007, Near Golden Silver Appartment",+(91)-265-2282046
Agrawal Provision Stores,"Shop-1 Shreyas Apartment, Opp Seven7s Mall, Fateganj, Vadodara - 390002, Near Fatehgunj Petrol Pump",+(91)-7048283582
Shree Roopji Store,"3, Makrand Desai Road, Gadapura, Diwalipura, Vadodara - 390007",+(91)-265-2324023
Manorath Departmental,"Sumant Park, Samta Road, Gotri, Vadodara - 390021",+(91)-9898693010
R D Masala & Dryfruits,"G 3, K P Landmark, Vasna Bhayli Road-Bhaili, Vadodara - 391410, Opposite Bright Day School",+(91)-7486011115
Reliance Fresh,"SAI Arpan, Pratapnagar, Vadodara - 390009",+(91)-0265-6459631
Bhaiji Namkeen,"38 , Shiv Darshan Complex, Vasna Road, Vadodara - 390007, Opposite Aditya Building,Below Urav Hospital",+(91)-8141313448
gurukrupa Patanjali Store,"Dwarka Nagri, Jalram Nagar, Madhavpura, Vadodara - 390019",+(91)-9049835501
Kismat Footwear,"Waghodia, Vadodara - 390019",+(91)-9974166801
Gangadhar Provision Store,"1, Ravikunj Flat, Arunoday Society, BMC Gas Suppliers Road, Alkapuri, Vadodara - 390007",+(91)-265-2339836
Yash Medical And Provision ..,"Yash Complex, Behind Emporer Building, Fatehgunj, Vadodara - 390008, Sadar Bazar",+(91)-265-3017742
Gandhi Kunjbihari Tribhovan..,"Padra, Gandhi Chowk, Vadodara - 391440, Opposite Marcha Gali",+(91)-9428507932
ShopEco,"C/O. M/S. Manubhai M. Patel, Tobacco Merchant, Jaspur Road, Padra, Vadodara - 391440",+(91)-8733033022
Family Mart,"Pawandham Society, Ring Road, Vip Road, Vadodara - 390006, Opposite Essar Petrol Pump Hariniwarasia",+(91)-7285067000
American Top Notch,"16, Utkanth Society, Alkapuri, Vadodara - 390007, Behind Alkapuri Club",+(91)-265-2337166
Patanjali Store,"302, Amit Nagar, Kalyan Nagar, Karelibagh, Mental Hospital Road, Vadodara, Vadodara - 390008",+(91)-9537690974
Daswani Patanjali & Departm..,"302, Amit Nagar, Kalyan Nagar, Karelibagh, Mental Hospital Road, Vadodara, Vadodara - 390008",+(91)-9537690974
Jayesh Store,"Subhash Park, Harni Road, Sangam Society, Vadodara - 390022, Sangam Char Rasta",+(91)-265-2487816
Rajubhai Dugdhalay,"Dashrath, Vadodara - 391740",+(91)-9228315446
R K Super Store,"17-18, Ground Floor, Orchid Platina, Sama Savli Road, Sama, Vadodara - 390008, Opposite Ambe Residency, Vemali Village",+(91)-8128733347
Sheetal Provision Store,"E 23, Sonalpark Society,Oppsaibaba School, Atladara Road, Tandalja, Vadodara - 390012, Near Miles Motor",+(91)-9638202205
Reliance Fresh,"Status Plaza, Padra Road, Akota, Vadodara - 390020, Near Akshar Chowk",18001027382
Maruti Provision Store,"53, Usha Nagar, Saiyed Vasna, Esi Road, Gotri Road, Vadodara - 390021, Near Mother School",+(91)-9998048711
Niyay Mander,"Jubilee Baug Road, Mandvi, Vadodara - 390001",+(91)-9537086544
SATGURU KRUPA DRYFRUIT AND ..,"Gf-6 Atlantis, Sarabhai Compound, Genda Circle, Vadodara - 390023, Opposite Swagat Petrol Pump",07947257145
Quality Fresh,"7 & 8, Akashdip Society,, Karelibaug, Vadodara - 390018",+(91)-265-2491149
Shakti Provision Store,"2 3  Shivalaya Complex, Vasna Main Road, Vasna Road, Vadodara - 390007, Opposite Raneshwar Temple",+(91)-265-2250643
Z Super Market,"E/3/4/5 Bhagwat Nagar, Vadodara, Sama Road, Vadodara - 390002, Near New Sama Road",+(91)-9824908695
Agrawal Farm Fresh,"Lotus Enora, Gotri, Vadodara - 390021, Gotri Road",+(91)-9924646101
Shree Mahalaxmi Super Marke..,"2, 3, 4, Lotus Plaza, Gotri, Vadodara - 390021, Opposite Narayan Garden, New Alkapuri",+(91)-265-2980212
Mahalaxmi Provision Store,"C-17, Bhagyoday Shopping Centre, Refinery Road, Gorwa, Vadodara - 390016, Opposite Sahyog Garden",+(91)-265-2290192
Mangal SUPER Market,"Gf- 1-2-3,Solaris,Tower -B, Vasna Bhayli Road, Bhaili, Vadodara - 391410, Nr, Waves Club",+(91)-9925757924
Shree Krishna Super Store,"Shop No 10 & 11, Sundaram Apartment, Gotri Road, Vadodara - 390021, Opposite Ashish Banquet Hall",+(91)-265-2352599
Vijay Provision Store,"Shiv Shakti Nagar, Jayram Nagar, Makarpura, Vadodara - 390014",+(91)-9662793452
South Enterprise,"5, Sulabh Flats, Ellora Park, Vadodara - 390023, Nr. Ellora Milk Centre",+(91)-8128880065
Spencers Express Store,"30, Taksh Complex, Vasna Road, Vadodara - 390007",18002660134
Almadar Chat Center,"6b,Harsh Complex, Old Padra Road, Vadodara - 390020, Below Bank Of Baroda",+(91)-9879857533
Reliance Super,"Mangalya Hall, Harni Road, Vadodara - 390006, Near Airport Circle",18001027382
Kapole Store,"26, Suryakiran Complex, Main Road, Old Padra Road, Vadodara - 390015, Near Manisha Crossing",+(91)-265-2312493
Shree Jagdamba Chevda Mart,"Vinoba Bhave Road, Mandvi, Vadodara - 390001, Near Ahmedabadi Pole",+(91)-265-2432613
Super 99,"S19, Second Floor, Inorbit Mall Vadodara, Shubhanpura, Gorwa Road, Gorwa Vadodara, Vadodara - 390003",+(91)-9999786598
Chetan Provision Store,"Nr Four Ways, Vadodara HO, Vadodara - 390001, Air Force Road",+(91)-265-2637511
F M Dabhoiwala,"Gendi Gate Road, Vadodara - 390017, Near Gendi Gate, Opposite Wadi Police Station",+(91)-265-2521355
Payal Traders,"Shop No 6, Rudrax Complex, Narmada Canal Main Road, Chhani, Vadodara - 391740, Near Giriraj Avenue, Chhani Jakat Naka",+(91)-265-2772610
Shiv Shakti Provision Store..,"5, Shiv Shakti Nagar, Akota Road, Akota, Vadodara - 390020, Opposite Police Lane",+(91)-0265-2314772
Reliance Fresh,"Sun Enclave, Karelibaug, Vadodara - 390018",18001027382
H M Dabhoiwala,"Sai Kruti, Hari Nagar Char Rasta, Gotri, Vadodara - 390021",+(91)-9512049932
Pannu Grocery Store,"24, gurunank nagar, old chani road, Nizampura, Vadodara - 390002, near natasha park",+(91)-8487826627
Shri Mart Super Store,"8/9, Ground Floor, Lotus Enora, Laxmipura, Vadodara - 391101, Opposite Rutuvilla Bungalows, Near Benjamins World School, New Alkapuri",+(91)-8734917532
Ravi Wholesale Store,"H328, Ghanshyam Park Society, Ekta Nagar, New Sama, Vadodara - 391740",+(91)-7698058474
Jay Ambe Provision Stores,"A/45,Bajrangnagar,Baroda, Danteshwar, Vadodara - 390004",+(91)-9427837376
Reliance Fresh,"Giri Kendra, Ajwa Road, Vadodara - 390019",+(91)-0265-6457262
Jeevat Agency,"Sadar Bazar, Fatehgunj Main Road, Fatehgunj, Vadodara - 390008, Near HDFC ATM",+(91)-265-2786630
Shree Rajkamal Masala,"Shree Raj Kamal Masala, Chokhandi Main Road, Chowkhandi, Vadodara - 390017, Near Gendi Gate NearChokhandi Char Rasta",+(91)-2663-2415180
Spencers Daily Store,"Manjalpur, Vadodara - 390011",+(91)-0265-2970822
Relief Medical & Provision ..,"16, Sahjanand Apartment, Main Road, Vadodara - 390019, Opposite Vinayak Hospital",+(91)-0265-2566556
New Sonal Plastic,"Vadodara, Patel Park Society, Warasiya, Vadodara - 390006",+(91)-9824141786
Shreeji Provision Store,"B/19, Sarswati Society, Gotri Road, Vadodara - 390021, Near Esi Hospital",+(91)-9624962837
Mahakali Point,"Danteshwar, Vadodara - 390004",+(91)-9727759708
Oza Mahendra Shantilal,"Amar Society, Karadiya, Bajwa, Vadodara - 391310",+(91)-9574525599
Shraddha Gruh Udhyog,"Shop No-2, Galaxy Complex, Near Darbar Chowkdi, Manjalpur, Vadodara - 390011, Opposite HDFC Bank",+(91)-9898068493
Nileshkumar Ramanlal Shah,"Sh 63, Waghodia Road, Vadodara - 390025",+(91)-9825032391
Aakash Provision Store,"Bill, Vadodara - 391410",+(91)-9909677130
Jayant Store,"22, Satya Park, Ellora Park Road, Ellora Park, Vadodara - 390023, Opposite Hanuman Temple",+(91)-265-2397237
Pratik Khakhra & Namkeen,"Radhe Complex, Radhakrishna Society, Akota, Vadodara - 390020",+(91)-7405253644
Bansilal Maganlal Pola,"A-2, C-15, E-39, Hathikhana Market Yard, Hathikhana, Vadodara - 390001",+(91)-265-2421279
Shree Jalaram Traders,"2, Ravi Commercial Shopping Centre, Jain Derasar Road, Manjalpur, Vadodara - 390011",+(91)-0265-2647675
Rana Ratilal Ramanlal,"Fatehpura Main Road, Bramin Faliya Nake, Kalupura, Fatehpura, Mandvi, Vadodara - 390001",+(91)-8128037611
Bansal Super Store,"Shop No - 1&2 Orchid Platina Maryland Party Plot, Sama Road, Vadodara - 390002, Near Sama Savli Road",
Agrawal Super Market,"Shop No-8, Gokul Complex, New Sama, Vadodara - 391740, Near Icici Bank Atm, Near Navrachana School",+(91)-9512768935
Shrinath Stores,"150, Ganga Jamuna Society, Subhanpura Main Road, Subhanpura, Vadodara - 390007, Near Golden Silver Appartment",+(91)-265-2282046
Agrawal Provision Stores,"Shop-1 Shreyas Apartment, Opp Seven7s Mall, Fateganj, Vadodara - 390002, Near Fatehgunj Petrol Pump",+(91)-7048283582
Shree Roopji Store,"3, Makrand Desai Road, Gadapura, Diwalipura, Vadodara - 390007",+(91)-265-2324023
Manorath Departmental,"Sumant Park, Samta Road, Gotri, Vadodara - 390021",+(91)-9898693010
R D Masala & Dryfruits,"G 3, K P Landmark, Vasna Bhayli Road-Bhaili, Vadodara - 391410, Opposite Bright Day School",+(91)-7486011115
Reliance Fresh,"SAI Arpan, Pratapnagar, Vadodara - 390009",+(91)-0265-6459631
Bhaiji Namkeen,"38 , Shiv Darshan Complex, Vasna Road, Vadodara - 390007, Opposite Aditya Building,Below Urav Hospital",+(91)-8141313448
gurukrupa Patanjali Store,"Dwarka Nagri, Jalram Nagar, Madhavpura, Vadodara - 390019",+(91)-9049835501
Kismat Footwear,"Waghodia, Vadodara - 390019",+(91)-9974166801
Gangadhar Provision Store,"1, Ravikunj Flat, Arunoday Society, BMC Gas Suppliers Road, Alkapuri, Vadodara - 390007",+(91)-265-2339836
Yash Medical And Provision ..,"Yash Complex, Behind Emporer Building, Fatehgunj, Vadodara - 390008, Sadar Bazar",+(91)-265-3017742
Gandhi Kunjbihari Tribhovan..,"Padra, Gandhi Chowk, Vadodara - 391440, Opposite Marcha Gali",+(91)-9428507932
ShopEco,"C/O. M/S. Manubhai M. Patel, Tobacco Merchant, Jaspur Road, Padra, Vadodara - 391440",+(91)-8733033022
Family Mart,"Pawandham Society, Ring Road, Vip Road, Vadodara - 390006, Opposite Essar Petrol Pump Hariniwarasia",+(91)-7285067000
American Top Notch,"16, Utkanth Society, Alkapuri, Vadodara - 390007, Behind Alkapuri Club",+(91)-265-2337166
Patanjali Store,"302, Amit Nagar, Kalyan Nagar, Karelibagh, Mental Hospital Road, Vadodara, Vadodara - 390008",+(91)-9537690974
Daswani Patanjali & Departm..,"302, Amit Nagar, Kalyan Nagar, Karelibagh, Mental Hospital Road, Vadodara, Vadodara - 390008",+(91)-9537690974
Jayesh Store,"Subhash Park, Harni Road, Sangam Society, Vadodara - 390022, Sangam Char Rasta",+(91)-265-2487816
Rajubhai Dugdhalay,"Dashrath, Vadodara - 391740",+(91)-9228315446
R K Super Store,"17-18, Ground Floor, Orchid Platina, Sama Savli Road, Sama, Vadodara - 390008, Opposite Ambe Residency, Vemali Village",+(91)-8128733347
Mahalaxmi Provision Store,"C-17, Bhagyoday Shopping Centre, Refinery Road, Gorwa, Vadodara - 390016, Opposite Sahyog Garden",+(91)-265-2290192
Mangal SUPER Market,"Gf- 1-2-3,Solaris,Tower -B, Vasna Bhayli Road, Bhaili, Vadodara - 391410, Nr, Waves Club",+(91)-9925757924
Shree Krishna Super Store,"Shop No 10 & 11, Sundaram Apartment, Gotri Road, Vadodara - 390021, Opposite Ashish Banquet Hall",+(91)-265-2352599
Vijay Provision Store,"Shiv Shakti Nagar, Jayram Nagar, Makarpura, Vadodara - 390014",+(91)-9662793452
South Enterprise,"5, Sulabh Flats, Ellora Park, Vadodara - 390023, Nr. Ellora Milk Centre",+(91)-8128880065
Spencers Express Store,"30, Taksh Complex, Vasna Road, Vadodara - 390007",18002660134
Almadar Chat Center,"6b,Harsh Complex, Old Padra Road, Vadodara - 390020, Below Bank Of Baroda",+(91)-9879857533
Reliance Super,"Mangalya Hall, Harni Road, Vadodara - 390006, Near Airport Circle",18001027382
Kapole Store,"26, Suryakiran Complex, Main Road, Old Padra Road, Vadodara - 390015, Near Manisha Crossing",+(91)-265-2312493
Shree Jagdamba Chevda Mart,"Vinoba Bhave Road, Mandvi, Vadodara - 390001, Near Ahmedabadi Pole",+(91)-265-2432613
Super 99,"S19, Second Floor, Inorbit Mall Vadodara, Shubhanpura, Gorwa Road, Gorwa Vadodara, Vadodara - 390003",+(91)-9999786598
Chetan Provision Store,"Nr Four Ways, Vadodara HO, Vadodara - 390001, Air Force Road",+(91)-265-2637511
F M Dabhoiwala,"Gendi Gate Road, Vadodara - 390017, Near Gendi Gate, Opposite Wadi Police Station",+(91)-265-2521355
Payal Traders,"Shop No 6, Rudrax Complex, Narmada Canal Main Road, Chhani, Vadodara - 391740, Near Giriraj Avenue, Chhani Jakat Naka",+(91)-265-2772610
Shiv Shakti Provision Store..,"5, Shiv Shakti Nagar, Akota Road, Akota, Vadodara - 390020, Opposite Police Lane",+(91)-0265-2314772
Reliance Fresh,"Sun Enclave, Karelibaug, Vadodara - 390018",18001027382
H M Dabhoiwala,"Sai Kruti, Hari Nagar Char Rasta, Gotri, Vadodara - 390021",+(91)-9512049932
Pannu Grocery Store,"24, gurunank nagar, old chani road, Nizampura, Vadodara - 390002, near natasha park",+(91)-8487826627
Shri Mart Super Store,"8/9, Ground Floor, Lotus Enora, Laxmipura, Vadodara - 391101, Opposite Rutuvilla Bungalows, Near Benjamins World School, New Alkapuri",+(91)-8734917532
Ravi Wholesale Store,"H328, Ghanshyam Park Society, Ekta Nagar, New Sama, Vadodara - 391740",+(91)-7698058474
Jay Ambe Provision Stores,"A/45,Bajrangnagar,Baroda, Danteshwar, Vadodara - 390004",+(91)-9427837376
Reliance Fresh,"Giri Kendra, Ajwa Road, Vadodara - 390019",+(91)-0265-6457262
Jeevat Agency,"Sadar Bazar, Fatehgunj Main Road, Fatehgunj, Vadodara - 390008, Near HDFC ATM",+(91)-265-2786630
Shree Rajkamal Masala,"Shree Raj Kamal Masala, Chokhandi Main Road, Chowkhandi, Vadodara - 390017, Near Gendi Gate NearChokhandi Char Rasta",+(91)-2663-2415180
Spencers Daily Store,"Manjalpur, Vadodara - 390011",+(91)-0265-2970822
Relief Medical & Provision ..,"16, Sahjanand Apartment, Main Road, Vadodara - 390019, Opposite Vinayak Hospital",+(91)-0265-2566556
New Sonal Plastic,"Vadodara, Patel Park Society, Warasiya, Vadodara - 390006",+(91)-9824141786
Shreeji Provision Store,"B/19, Sarswati Society, Gotri Road, Vadodara - 390021, Near Esi Hospital",+(91)-9624962837
Mahakali Point,"Danteshwar, Vadodara - 390004",+(91)-9727759708
Oza Mahendra Shantilal,"Amar Society, Karadiya, Bajwa, Vadodara - 391310",+(91)-9574525599
Shraddha Gruh Udhyog,"Shop No-2, Galaxy Complex, Near Darbar Chowkdi, Manjalpur, Vadodara - 390011, Opposite HDFC Bank",+(91)-9898068493
Nileshkumar Ramanlal Shah,"Sh 63, Waghodia Road, Vadodara - 390025",+(91)-9825032391
Aakash Provision Store,"Bill, Vadodara - 391410",+(91)-9909677130
Jayant Store,"22, Satya Park, Ellora Park Road, Ellora Park, Vadodara - 390023, Opposite Hanuman Temple",+(91)-265-2397237
Pratik Khakhra & Namkeen,"Radhe Complex, Radhakrishna Society, Akota, Vadodara - 390020",+(91)-7405253644
Bansilal Maganlal Pola,"A-2, C-15, E-39, Hathikhana Market Yard, Hathikhana, Vadodara - 390001",+(91)-265-2421279
Shree Jalaram Traders,"2, Ravi Commercial Shopping Centre, Jain Derasar Road, Manjalpur, Vadodara - 390011",+(91)-0265-2647675
Rana Ratilal Ramanlal,"Fatehpura Main Road, Bramin Faliya Nake, Kalupura, Fatehpura, Mandvi, Vadodara - 390001",+(91)-8128037611
Bansal Super Store,"Shop No - 1&2 Orchid Platina Maryland Party Plot, Sama Road, Vadodara - 390002, Near Sama Savli Road",
Agrawal Super Market,"Shop No-8, Gokul Complex, New Sama, Vadodara - 391740, Near Icici Bank Atm, Near Navrachana School",+(91)-9512768935
Shrinath Stores,"150, Ganga Jamuna Society, Subhanpura Main Road, Subhanpura, Vadodara - 390007, Near Golden Silver Appartment",+(91)-265-2282046
Agrawal Provision Stores,"Shop-1 Shreyas Apartment, Opp Seven7s Mall, Fateganj, Vadodara - 390002, Near Fatehgunj Petrol Pump",+(91)-7048283582
Shree Roopji Store,"3, Makrand Desai Road, Gadapura, Diwalipura, Vadodara - 390007",+(91)-265-2324023
Manorath Departmental,"Sumant Park, Samta Road, Gotri, Vadodara - 390021",+(91)-9898693010
R D Masala & Dryfruits,"G 3, K P Landmark, Vasna Bhayli Road-Bhaili, Vadodara - 391410, Opposite Bright Day School",+(91)-7486011115
Reliance Fresh,"SAI Arpan, Pratapnagar, Vadodara - 390009",+(91)-0265-6459631
Bhaiji Namkeen,"38 , Shiv Darshan Complex, Vasna Road, Vadodara - 390007, Opposite Aditya Building,Below Urav Hospital",+(91)-8141313448
gurukrupa Patanjali Store,"Dwarka Nagri, Jalram Nagar, Madhavpura, Vadodara - 390019",+(91)-9049835501
Kismat Footwear,"Waghodia, Vadodara - 390019",+(91)-9974166801
Gangadhar Provision Store,"1, Ravikunj Flat, Arunoday Society, BMC Gas Suppliers Road, Alkapuri, Vadodara - 390007",+(91)-265-2339836
Yash Medical And Provision ..,"Yash Complex, Behind Emporer Building, Fatehgunj, Vadodara - 390008, Sadar Bazar",+(91)-265-3017742
Gandhi Kunjbihari Tribhovan..,"Padra, Gandhi Chowk, Vadodara - 391440, Opposite Marcha Gali",+(91)-9428507932
ShopEco,"C/O. M/S. Manubhai M. Patel, Tobacco Merchant, Jaspur Road, Padra, Vadodara - 391440",+(91)-8733033022
Family Mart,"Pawandham Society, Ring Road, Vip Road, Vadodara - 390006, Opposite Essar Petrol Pump Hariniwarasia",+(91)-7285067000
American Top Notch,"16, Utkanth Society, Alkapuri, Vadodara - 390007, Behind Alkapuri Club",+(91)-265-2337166
Patanjali Store,"302, Amit Nagar, Kalyan Nagar, Karelibagh, Mental Hospital Road, Vadodara, Vadodara - 390008",+(91)-9537690974
Daswani Patanjali & Departm..,"302, Amit Nagar, Kalyan Nagar, Karelibagh, Mental Hospital Road, Vadodara, Vadodara - 390008",+(91)-9537690974
Jayesh Store,"Subhash Park, Harni Road, Sangam Society, Vadodara - 390022, Sangam Char Rasta",+(91)-265-2487816
Rajubhai Dugdhalay,"Dashrath, Vadodara - 391740",+(91)-9228315446
R K Super Store,"17-18, Ground Floor, Orchid Platina, Sama Savli Road, Sama, Vadodara - 390008, Opposite Ambe Residency, Vemali Village",+(91)-8128733347
Super 99,"S19, Second Floor, Inorbit Mall Vadodara, Shubhanpura, Gorwa Road, Gorwa Vadodara, Vadodara - 390003",+(91)-9999786598
Chetan Provision Store,"Nr Four Ways, Vadodara HO, Vadodara - 390001, Air Force Road",+(91)-265-2637511
F M Dabhoiwala,"Gendi Gate Road, Vadodara - 390017, Near Gendi Gate, Opposite Wadi Police Station",+(91)-265-2521355
Payal Traders,"Shop No 6, Rudrax Complex, Narmada Canal Main Road, Chhani, Vadodara - 391740, Near Giriraj Avenue, Chhani Jakat Naka",+(91)-265-2772610
Shiv Shakti Provision Store..,"5, Shiv Shakti Nagar, Akota Road, Akota, Vadodara - 390020, Opposite Police Lane",+(91)-0265-2314772
Reliance Fresh,"Sun Enclave, Karelibaug, Vadodara - 390018",18001027382
H M Dabhoiwala,"Sai Kruti, Hari Nagar Char Rasta, Gotri, Vadodara - 390021",+(91)-9512049932
Pannu Grocery Store,"24, gurunank nagar, old chani road, Nizampura, Vadodara - 390002, near natasha park",+(91)-8487826627
Shri Mart Super Store,"8/9, Ground Floor, Lotus Enora, Laxmipura, Vadodara - 391101, Opposite Rutuvilla Bungalows, Near Benjamins World School, New Alkapuri",+(91)-8734917532
Ravi Wholesale Store,"H328, Ghanshyam Park Society, Ekta Nagar, New Sama, Vadodara - 391740",+(91)-7698058474
Jay Ambe Provision Stores,"A/45,Bajrangnagar,Baroda, Danteshwar, Vadodara - 390004",+(91)-9427837376
Reliance Fresh,"Giri Kendra, Ajwa Road, Vadodara - 390019",+(91)-0265-6457262
Jeevat Agency,"Sadar Bazar, Fatehgunj Main Road, Fatehgunj, Vadodara - 390008, Near HDFC ATM",+(91)-265-2786630
Shree Rajkamal Masala,"Shree Raj Kamal Masala, Chokhandi Main Road, Chowkhandi, Vadodara - 390017, Near Gendi Gate NearChokhandi Char Rasta",+(91)-2663-2415180
Spencers Daily Store,"Manjalpur, Vadodara - 390011",+(91)-0265-2970822
Relief Medical & Provision ..,"16, Sahjanand Apartment, Main Road, Vadodara - 390019, Opposite Vinayak Hospital",+(91)-0265-2566556
New Sonal Plastic,"Vadodara, Patel Park Society, Warasiya, Vadodara - 390006",+(91)-9824141786
Shreeji Provision Store,"B/19, Sarswati Society, Gotri Road, Vadodara - 390021, Near Esi Hospital",+(91)-9624962837
Mahakali Point,"Danteshwar, Vadodara - 390004",+(91)-9727759708
Oza Mahendra Shantilal,"Amar Society, Karadiya, Bajwa, Vadodara - 391310",+(91)-9574525599
Shraddha Gruh Udhyog,"Shop No-2, Galaxy Complex, Near Darbar Chowkdi, Manjalpur, Vadodara - 390011, Opposite HDFC Bank",+(91)-9898068493
Nileshkumar Ramanlal Shah,"Sh 63, Waghodia Road, Vadodara - 390025",+(91)-9825032391
Aakash Provision Store,"Bill, Vadodara - 391410",+(91)-9909677130
Jayant Store,"22, Satya Park, Ellora Park Road, Ellora Park, Vadodara - 390023, Opposite Hanuman Temple",+(91)-265-2397237
Pratik Khakhra & Namkeen,"Radhe Complex, Radhakrishna Society, Akota, Vadodara - 390020",+(91)-7405253644
Bansilal Maganlal Pola,"A-2, C-15, E-39, Hathikhana Market Yard, Hathikhana, Vadodara - 390001",+(91)-265-2421279
Shree Jalaram Traders,"2, Ravi Commercial Shopping Centre, Jain Derasar Road, Manjalpur, Vadodara - 390011",+(91)-0265-2647675
Rana Ratilal Ramanlal,"Fatehpura Main Road, Bramin Faliya Nake, Kalupura, Fatehpura, Mandvi, Vadodara - 390001",+(91)-8128037611
Bansal Super Store,"Shop No - 1&2 Orchid Platina Maryland Party Plot, Sama Road, Vadodara - 390002, Near Sama Savli Road",
Agrawal Super Market,"Shop No-8, Gokul Complex, New Sama, Vadodara - 391740, Near Icici Bank Atm, Near Navrachana School",+(91)-9512768935
Shrinath Stores,"150, Ganga Jamuna Society, Subhanpura Main Road, Subhanpura, Vadodara - 390007, Near Golden Silver Appartment",+(91)-265-2282046
